user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level,unfccc_opportunity,cbd_opportunity,unccd_opportunity
31,Weekend,Bike,9.65,4.23,25,Non-Veg,4.9,0.74,3,7.79,Medium,0.425725,0.6832,0.5072
31,Weekday,EV,9.69,2.03,0,Mixed,3.8,0.67,1,5.96,Low,0.39555833333333335,0.12060000000000001,0.1876
31,Weekend,Car,7.57,6.66,0,Non-Veg,5.8,0.9,2,12.83,High,0.5388250000000001,0.7120000000000001,0.552
31,Weekday,Bike,7.23,6.62,0,Veg,7.2,0.32,1,7.41,Medium,0.5331083333333333,0.057600000000000005,0.08959999999999999
31,Weekday,Bike,10.22,7.2,100,Mixed,7.5,0.82,1,4.09,Low,0.39175000000000004,0.1476,0.22959999999999997
31,Weekday,Car,5.6,5.96,75,Veg,2.3,0.76,3,4.11,Low,0.3385333333333333,0.1368,0.21279999999999996
32,Weekday,EV,15.69,6.47,0,Mixed,7.2,0.6,2,9.35,Medium,0.6333583333333332,0.10800000000000001,0.16799999999999998
32,Weekend,EV,6.95,5.59,0,Non-Veg,2.5,0.59,0,11.07,High,0.4918416666666667,0.6562,0.46519999999999995
32,Weekend,Car,11.2,8.57,50,Veg,3.3,0.62,0,8.6,Medium,0.5542333333333334,0.1116,0.1736
32,Weekend,Car,7.13,5.14,50,Mixed,3.9,0.87,1,7.75,Medium,0.37759166666666666,0.15660000000000002,0.24359999999999998
32,Weekend,Walk,11.24,6.92,50,Veg,6.5,0.56,1,5.11,Low,0.4942333333333333,0.10080000000000003,0.1568
32,Weekend,Bus,11.82,9.65,50,Mixed,7.7,0.58,2,8.29,Medium,0.6015833333333334,0.1044,0.1624
32,Weekday,Bus,13.44,4.53,25,Mixed,6.3,0.35,1,7.39,Medium,0.48410000000000003,0.063,0.09799999999999999
33,Weekend,Car,6.84,4.34,50,Non-Veg,4.0,0.6,2,8.64,Medium,0.34463333333333335,0.658,0.46799999999999997
33,Weekend,Walk,7.06,4.19,75,Veg,7.1,0.86,2,3.09,Low,0.2918833333333334,0.1548,0.2408
33,Weekday,Bus,13.31,4.69,75,Mixed,2.3,0.52,2,5.35,Low,0.38834166666666664,0.0936,0.1456
33,Weekday,Bus,11.66,6.87,50,Non-Veg,5.8,0.55,1,9.5,Medium,0.49765000000000004,0.649,0.45399999999999996
33,Weekend,Bus,8.26,2.0,50,Veg,8.1,0.8,0,4.44,Low,0.2765833333333333,0.14400000000000002,0.22399999999999998
33,Weekend,Car,8.69,4.19,0,Veg,7.1,0.54,1,7.5,Medium,0.4622583333333334,0.09720000000000001,0.1512
33,Weekday,Car,17.15,3.88,0,Mixed,5.9,0.68,0,11.1,High,0.5566416666666667,0.12240000000000002,0.19039999999999999
34,Weekday,EV,17.79,5.98,0,Non-Veg,7.3,0.93,0,12.23,High,0.6416416666666667,0.7174,0.5604
34,Weekday,Bike,8.86,6.65,100,Non-Veg,4.6,0.46,1,5.65,Low,0.35458333333333336,0.6328,0.42879999999999996
34,Weekday,Bus,10.25,8.59,75,Veg,6.2,0.56,1,4.85,Low,0.49309166666666665,0.10080000000000003,0.1568
34,Weekend,EV,0.5,7.75,50,Veg,2.7,0.53,1,5.43,Low,0.39041666666666663,0.09540000000000001,0.1484
34,Weekday,Walk,22.23,8.26,25,Non-Veg,6.2,1.04,2,11.03,High,0.7307416666666667,0.7372000000000001,0.5912
34,Weekday,Bike,11.97,7.84,0,Veg,2.4,0.86,2,8.67,Medium,0.6370916666666667,0.1548,0.2408
34,Weekend,Bike,3.4,3.42,0,Veg,5.0,0.6,0,5.53,Low,0.3679,0.10800000000000001,0.16799999999999998
35,Weekend,Bus,12.05,6.13,100,Non-Veg,8.5,0.38,2,6.12,Medium,0.3753916666666667,0.6184000000000001,0.4064
35,Weekend,Bus,13.42,7.06,25,Veg,6.0,0.52,1,7.64,Medium,0.5766166666666668,0.0936,0.1456
35,Weekend,EV,0.5,2.88,0,Veg,2.2,0.48,1,4.55,Low,0.31185,0.0864,0.1344
35,Weekend,EV,9.09,6.85,75,Mixed,3.3,0.54,2,5.12,Low,0.4147916666666666,0.09720000000000001,0.1512
35,Weekend,Walk,5.89,8.18,25,Mixed,7.1,0.46,1,8.69,Medium,0.5235583333333333,0.08280000000000001,0.1288
35,Weekend,Bike,7.88,6.37,100,Mixed,2.5,0.83,0,4.49,Low,0.3320666666666667,0.1494,0.2324
35,Weekday,Car,8.09,3.39,0,Non-Veg,8.3,0.41,2,9.68,Medium,0.42542500000000005,0.6238,0.41479999999999995
36,Weekday,Bus,8.31,3.49,0,Non-Veg,8.3,0.51,0,9.64,Medium,0.4318416666666667,0.6418,0.44279999999999997
36,Weekend,Bike,0.5,6.03,0,Veg,8.3,0.53,1,7.18,Medium,0.42735,0.09540000000000001,0.1484
36,Weekend,Car,8.06,2.0,50,Mixed,8.9,0.41,0,6.51,Medium,0.27408333333333335,0.0738,0.11479999999999999
36,Weekday,Walk,7.56,5.46,25,Mixed,5.2,0.53,1,7.1,Medium,0.44470000000000004,0.09540000000000001,0.1484
36,Weekend,EV,7.39,3.67,0,Mixed,8.0,0.41,1,6.89,Medium,0.42694166666666666,0.0738,0.11479999999999999
36,Weekend,Car,4.82,4.71,50,Veg,5.8,0.5,1,5.14,Low,0.33294999999999997,0.09,0.13999999999999999
36,Weekday,Bike,8.68,3.63,25,Mixed,6.6,0.92,1,6.43,Medium,0.39160000000000006,0.16560000000000002,0.2576
37,Weekday,Car,11.27,8.52,0,Non-Veg,7.5,0.58,0,15.54,High,0.653275,0.6544000000000001,0.4624
37,Weekday,Walk,8.8,8.14,25,Mixed,3.4,0.55,3,7.97,Medium,0.5584666666666668,0.099,0.154
37,Weekend,Bike,7.27,5.99,50,Mixed,2.2,0.69,2,5.99,Low,0.41050833333333336,0.1242,0.19319999999999998
37,Weekend,Bus,3.06,6.58,75,Mixed,4.7,0.55,2,4.96,Low,0.3295166666666667,0.099,0.154
37,Weekend,Bike,0.5,6.41,50,Veg,6.0,0.94,2,4.96,Low,0.3412833333333334,0.1692,0.2632
37,Weekday,EV,14.15,6.92,50,Veg,4.2,0.54,2,5.25,Low,0.5306083333333333,0.09720000000000001,0.1512
37,Weekend,Car,3.81,5.12,75,Veg,6.6,0.67,1,4.25,Low,0.2853583333333334,0.12060000000000001,0.1876
38,Weekend,EV,1.35,7.42,100,Veg,4.9,1.14,3,2.23,Low,0.28894166666666665,0.2052,0.3192
38,Weekend,Bus,5.25,9.15,0,Veg,2.1,1.1,2,10.44,Medium,0.601125,0.198,0.308
38,Weekend,Walk,16.36,5.93,75,Veg,7.7,0.98,2,3.59,Low,0.4719333333333333,0.1764,0.2744
38,Weekend,EV,11.27,7.16,25,Mixed,4.5,1.12,1,9.3,Medium,0.5534083333333334,0.20160000000000006,0.3136
38,Weekday,EV,11.91,8.89,0,Veg,3.7,0.97,0,10.93,Medium,0.6748416666666668,0.1746,0.27159999999999995
38,Weekday,Walk,9.35,3.72,50,Mixed,6.6,0.56,3,4.49,Low,0.353275,0.10080000000000003,0.1568
38,Weekend,Walk,10.98,8.05,0,Mixed,6.8,0.7,0,10.94,Medium,0.6324166666666668,0.126,0.19599999999999998
39,Weekday,EV,10.39,5.77,75,Mixed,4.0,0.84,1,5.71,Low,0.3914416666666667,0.1512,0.2352
39,Weekday,Car,16.05,6.68,75,Veg,8.1,0.3,3,5.9,Low,0.4955583333333333,0.054000000000000006,0.08399999999999999
39,Weekend,Bike,7.09,6.0,25,Mixed,2.8,0.22,2,6.66,Medium,0.45862500000000006,0.0396,0.0616
39,Weekend,Car,0.5,3.87,50,Mixed,8.4,0.55,0,5.84,Low,0.24815000000000004,0.099,0.154
39,Weekend,Bus,4.26,6.18,75,Non-Veg,7.3,0.74,0,8.0,Medium,0.32985,0.6832,0.5072
39,Weekend,Bus,3.89,5.49,0,Mixed,3.7,0.93,0,9.43,Medium,0.449925,0.16740000000000002,0.2604
39,Weekend,Bike,0.5,4.3,25,Mixed,4.1,0.77,0,7.07,Medium,0.31391666666666673,0.1386,0.21559999999999996
40,Weekend,Bus,2.54,8.22,25,Mixed,8.2,1.05,0,10.02,Medium,0.4831500000000001,0.189,0.294
40,Weekend,Bus,5.58,7.15,50,Non-Veg,2.2,0.88,0,9.94,Medium,0.4319166666666667,0.7084,0.5464
40,Weekday,Car,16.65,8.08,0,Non-Veg,2.7,1.1,4,15.34,High,0.7043916666666667,0.748,0.608
40,Weekday,Walk,1.19,8.67,0,Veg,5.0,0.97,2,9.48,Medium,0.532775,0.1746,0.27159999999999995
40,Weekday,Bus,17.49,9.65,50,Mixed,3.7,1.22,1,9.92,Medium,0.6724583333333334,0.21960000000000002,0.3416
40,Weekday,EV,10.97,3.13,50,Veg,8.7,1.17,2,4.32,Low,0.3518916666666667,0.21059999999999998,0.3276
40,Weekend,EV,8.44,6.11,25,Mixed,2.3,0.61,0,8.32,Medium,0.47953333333333337,0.10980000000000001,0.1708
41,Weekday,Walk,6.37,5.05,50,Mixed,4.0,0.62,0,6.32,Medium,0.3647916666666666,0.1116,0.1736
41,Weekend,Bus,0.5,7.15,25,Veg,5.6,0.49,0,7.03,Medium,0.4184166666666667,0.0882,0.1372
41,Weekday,Bus,11.36,6.4,0,Veg,6.3,0.54,2,8.01,Medium,0.5766666666666667,0.09720000000000001,0.1512
41,Weekend,Walk,2.82,4.48,25,Non-Veg,5.0,0.48,2,8.02,Medium,0.3495166666666667,0.6364000000000001,0.4344
41,Weekday,Bus,5.68,6.81,75,Non-Veg,8.7,0.51,0,7.96,Medium,0.3707,0.6418,0.44279999999999997
41,Weekday,EV,12.59,5.46,50,Veg,2.8,0.48,1,4.92,Low,0.45757499999999995,0.0864,0.1344
41,Weekday,Bus,8.45,4.64,25,Non-Veg,7.3,0.71,2,9.08,Medium,0.42575833333333335,0.6778000000000001,0.49879999999999997
42,Weekend,Car,5.33,6.71,75,Mixed,7.1,0.89,0,7.06,Medium,0.36265833333333336,0.1602,0.2492
42,Weekend,Car,1.43,6.53,0,Veg,5.0,0.71,1,8.11,Medium,0.45730833333333337,0.1278,0.19879999999999998
42,Weekend,Bike,0.5,6.62,0,Veg,7.1,0.53,3,6.87,Medium,0.4489833333333334,0.09540000000000001,0.1484
42,Weekend,EV,1.23,7.99,0,Non-Veg,7.5,1.02,3,12.12,High,0.5083416666666667,0.7336,0.5855999999999999
42,Weekend,EV,5.0,7.77,25,Non-Veg,6.2,0.39,2,10.14,Medium,0.49740000000000006,0.6202000000000001,0.4092
42,Weekend,Walk,4.99,4.15,0,Non-Veg,8.2,0.55,0,9.56,Medium,0.4145416666666667,0.649,0.45399999999999996
42,Weekend,Car,4.28,8.7,0,Veg,2.5,1.02,1,10.85,Medium,0.5725,0.1836,0.28559999999999997
43,Weekday,Car,5.48,8.93,0,Mixed,8.9,1.15,0,13.36,High,0.5959333333333334,0.207,0.32199999999999995
43,Weekday,Bike,10.15,5.78,25,Veg,8.7,0.77,1,6.08,Medium,0.4888083333333334,0.1386,0.21559999999999996
43,Weekday,Car,11.65,5.97,0,Veg,2.2,0.72,0,10.21,Medium,0.5645249999999999,0.1296,0.2016
43,Weekend,Walk,12.39,6.47,75,Mixed,6.2,0.82,2,5.01,Low,0.4421083333333333,0.1476,0.22959999999999997
43,Weekend,Car,5.57,7.44,25,Non-Veg,4.4,0.54,1,11.49,High,0.49242500000000006,0.6472,0.4512
43,Weekday,Bus,12.57,7.79,25,Non-Veg,4.1,0.87,0,12.34,High,0.5927583333333334,0.7066000000000001,0.5436
43,Weekday,Walk,6.95,5.08,100,Veg,5.9,0.97,0,3.16,Low,0.2731416666666667,0.1746,0.27159999999999995
44,Weekend,EV,0.5,5.43,25,Veg,9.0,1.14,3,5.53,Low,0.35535000000000005,0.2052,0.3192
44,Weekday,Bus,10.21,3.5,0,Veg,5.3,0.37,4,4.53,Low,0.4559583333333334,0.0666,0.1036
44,Weekday,Walk,12.96,6.35,0,Non-Veg,7.6,0.6,0,11.43,High,0.5948333333333333,0.658,0.46799999999999997
44,Weekday,Bike,11.5,3.69,100,Veg,5.4,0.73,1,2.47,Low,0.27905,0.13140000000000002,0.2044
44,Weekend,Bus,10.18,6.95,25,Mixed,5.6,0.53,1,8.83,Medium,0.5320833333333334,0.09540000000000001,0.1484
44,Weekday,Car,16.78,5.19,50,Mixed,6.0,0.91,1,9.84,Medium,0.50005,0.1638,0.2548
44,Weekend,Car,5.18,5.56,25,Veg,6.4,0.88,1,7.16,Medium,0.4186166666666667,0.1584,0.2464
45,Weekday,Bus,16.5,7.62,50,Mixed,2.9,0.5,1,8.14,Medium,0.58565,0.09,0.13999999999999999
45,Weekday,Car,6.48,7.63,0,Mixed,2.1,0.79,3,10.87,Medium,0.5607666666666666,0.14220000000000002,0.22119999999999998
45,Weekday,Car,15.2,7.27,50,Mixed,7.4,0.76,0,10.59,Medium,0.5565666666666667,0.1368,0.21279999999999996
45,Weekday,Walk,16.28,4.44,25,Mixed,4.8,0.69,0,7.05,Medium,0.5163000000000001,0.1242,0.19319999999999998
45,Weekday,EV,8.83,5.36,75,Mixed,8.6,0.31,0,5.33,Low,0.3569083333333333,0.0558,0.0868
45,Weekend,Bus,6.85,8.54,50,Veg,2.4,0.69,0,6.88,Medium,0.4987583333333333,0.1242,0.19319999999999998
45,Weekend,Car,0.5,4.54,0,Mixed,4.0,0.86,1,7.96,Medium,0.3727166666666667,0.1548,0.2408
46,Weekday,Car,11.22,5.16,50,Non-Veg,4.5,0.59,1,10.28,Medium,0.42945,0.6562,0.46519999999999995
46,Weekend,Walk,6.03,6.82,25,Non-Veg,6.1,0.46,1,9.84,Medium,0.47544166666666676,0.6328,0.42879999999999996
46,Weekday,Car,12.76,6.53,75,Non-Veg,5.9,0.7,1,9.95,Medium,0.44893333333333335,0.676,0.496
46,Weekday,Walk,9.04,6.62,25,Mixed,4.0,0.65,0,8.35,Medium,0.5057333333333334,0.11700000000000002,0.182
46,Weekday,Bus,8.21,3.53,0,Veg,5.6,0.81,0,6.53,Medium,0.4320583333333334,0.1458,0.22679999999999997
46,Weekend,EV,9.82,3.15,0,Veg,7.9,0.41,0,5.48,Low,0.43825000000000003,0.0738,0.11479999999999999
46,Weekend,EV,10.5,2.59,75,Veg,4.2,0.42,3,2.26,Low,0.27621666666666667,0.0756,0.1176
47,Weekend,Walk,5.74,9.13,25,Mixed,6.4,0.75,5,8.02,Medium,0.5565166666666668,0.135,0.20999999999999996
47,Weekday,Bike,8.73,5.92,50,Mixed,2.3,0.59,2,5.84,Low,0.42619166666666664,0.1062,0.16519999999999999
47,Weekend,EV,0.5,2.0,0,Mixed,4.6,0.55,2,5.02,Low,0.27958333333333335,0.099,0.154
47,Weekend,Bike,5.41,4.84,50,Non-Veg,5.3,0.74,1,7.98,Medium,0.3450916666666667,0.6832,0.5072
47,Weekend,Bus,9.88,8.44,0,Mixed,3.0,0.9,1,11.9,High,0.6329666666666667,0.162,0.252
47,Weekend,Walk,9.24,8.34,0,Veg,8.2,0.5,0,9.44,Medium,0.6213,0.09,0.13999999999999999
47,Weekday,Bike,9.82,5.27,0,Veg,5.6,0.8,0,7.27,Medium,0.5159833333333332,0.14400000000000002,0.22399999999999998
48,Weekday,Bike,9.95,5.15,25,Veg,4.8,0.45,2,4.91,Low,0.46320833333333333,0.081,0.126
48,Weekend,Bike,8.15,5.49,25,Non-Veg,6.7,0.86,3,8.71,Medium,0.45317500000000005,0.7048000000000001,0.5408
48,Weekday,Bus,9.11,5.14,0,Mixed,2.1,0.69,0,9.27,Medium,0.5023416666666667,0.1242,0.19319999999999998
48,Weekend,Bike,6.41,8.35,0,Non-Veg,4.6,0.68,1,12.77,High,0.5862916666666667,0.6724000000000001,0.49039999999999995
48,Weekend,Car,6.2,5.88,50,Mixed,5.2,0.7,1,7.65,Medium,0.3931,0.126,0.19599999999999998
48,Weekday,Bus,11.59,2.61,50,Veg,5.3,0.65,1,4.38,Low,0.34057499999999996,0.11700000000000002,0.182
48,Weekday,Bike,12.92,3.3,0,Veg,3.0,0.53,2,4.53,Low,0.4825,0.09540000000000001,0.1484
49,Weekday,Car,13.99,6.78,25,Non-Veg,6.7,0.39,1,12.68,High,0.5734750000000001,0.6202000000000001,0.4092
49,Weekday,Car,6.97,6.51,50,Veg,2.4,0.54,0,6.78,Medium,0.425825,0.09720000000000001,0.1512
49,Weekday,Bus,7.64,4.45,100,Non-Veg,5.7,0.55,1,6.37,Medium,0.2586666666666667,0.649,0.45399999999999996
49,Weekend,Bike,0.5,6.24,25,Veg,5.8,0.43,1,5.95,Low,0.38505000000000006,0.0774,0.1204
49,Weekday,Car,11.2,2.51,0,Veg,2.3,0.64,0,7.18,Medium,0.4320333333333333,0.11520000000000001,0.17919999999999997
49,Weekday,Bike,13.48,2.0,25,Veg,6.2,0.64,0,4.0,Low,0.39183333333333337,0.11520000000000001,0.17919999999999997
49,Weekend,EV,6.65,4.8,0,Mixed,7.5,0.56,2,7.57,Medium,0.45912500000000006,0.10080000000000003,0.1568
50,Weekend,EV,8.29,4.19,50,Non-Veg,6.7,0.86,0,8.58,Medium,0.35725833333333334,0.7048000000000001,0.5408
50,Weekend,Car,11.94,6.56,25,Veg,2.1,0.44,1,8.67,Medium,0.5397833333333334,0.0792,0.1232
50,Weekday,Car,14.42,5.07,25,Veg,2.2,0.74,2,8.24,Medium,0.5161500000000001,0.1332,0.2072
50,Weekday,Walk,8.97,3.1,75,Non-Veg,9.0,0.42,4,5.04,Low,0.27579166666666666,0.6256,0.41759999999999997
50,Weekday,Car,5.59,4.68,25,Non-Veg,4.5,0.85,1,10.17,Medium,0.391475,0.7030000000000001,0.538
50,Weekend,Bus,6.06,4.2,0,Non-Veg,2.3,0.61,2,9.36,Medium,0.42975,0.6598,0.4708
50,Weekday,Bike,14.75,6.91,50,Non-Veg,4.0,1.22,2,8.99,Medium,0.5377416666666667,0.7696000000000001,0.6416
51,Weekday,Bus,17.64,6.68,25,Non-Veg,5.5,0.95,0,12.16,High,0.6154333333333334,0.7210000000000001,0.566
51,Weekday,Walk,6.7,9.01,0,Mixed,2.5,0.78,0,11.82,High,0.6141166666666666,0.14040000000000002,0.21839999999999998
51,Weekday,Walk,12.04,8.69,25,Non-Veg,7.7,0.77,3,10.57,Medium,0.6191333333333334,0.6886000000000001,0.5156
51,Weekend,Bus,9.83,7.61,0,Veg,5.0,1.08,0,10.32,Medium,0.6019083333333334,0.19440000000000002,0.3024
51,Weekend,Bus,7.39,6.54,0,Mixed,4.9,0.73,1,9.93,Medium,0.5321750000000001,0.13140000000000002,0.2044
51,Weekend,Bus,6.14,5.46,0,Mixed,2.0,0.65,2,8.44,Medium,0.47695000000000004,0.11700000000000002,0.182
51,Weekday,Walk,16.87,8.89,75,Mixed,5.0,0.65,2,5.31,Low,0.5868416666666668,0.11700000000000002,0.182
52,Weekday,Car,7.21,8.16,50,Veg,2.5,0.3,2,6.42,Medium,0.489325,0.054000000000000006,0.08399999999999999
52,Weekend,Bus,7.67,8.06,100,Mixed,2.3,0.78,0,5.04,Low,0.39140833333333336,0.14040000000000002,0.21839999999999998
52,Weekday,Walk,5.99,7.28,0,Veg,5.6,0.81,1,8.54,Medium,0.5418083333333334,0.1458,0.22679999999999997
52,Weekday,Bus,16.33,7.33,25,Non-Veg,8.4,0.86,1,11.95,High,0.6228916666666667,0.7048000000000001,0.5408
52,Weekday,Bus,15.7,4.57,0,Non-Veg,4.3,0.75,4,9.81,Medium,0.5638166666666666,0.685,0.51
52,Weekend,EV,5.98,6.74,25,Mixed,3.1,0.78,1,8.43,Medium,0.4718833333333334,0.14040000000000002,0.21839999999999998
52,Weekend,Walk,9.4,2.8,50,Non-Veg,7.7,0.57,2,6.54,Medium,0.3201666666666667,0.6526000000000001,0.4596
53,Weekday,Bike,14.8,6.78,0,Veg,7.6,0.27,0,7.88,Medium,0.6336,0.048600000000000004,0.0756
53,Weekday,Walk,16.39,4.01,75,Mixed,6.7,0.5,1,4.52,Low,0.40190833333333337,0.09,0.13999999999999999
53,Weekend,Bike,10.45,9.5,75,Mixed,8.3,0.72,0,6.31,Medium,0.5289583333333334,0.1296,0.2016
53,Weekday,Walk,9.44,4.16,50,Veg,4.3,0.43,1,3.83,Low,0.3705333333333334,0.0774,0.1204
53,Weekday,Car,9.86,2.94,50,Non-Veg,4.3,0.67,3,8.38,Medium,0.33104999999999996,0.6706000000000001,0.4876
53,Weekend,Car,3.81,5.37,50,Veg,2.7,0.44,0,5.53,Low,0.344525,0.0792,0.1232
53,Weekend,Bus,3.97,3.01,100,Non-Veg,2.5,0.44,1,5.94,Low,0.15999166666666667,0.6292000000000001,0.4232
54,Weekday,Walk,12.31,7.26,25,Mixed,4.4,0.87,1,8.6,Medium,0.5700750000000001,0.15660000000000002,0.24359999999999998
54,Weekend,Bike,5.67,3.04,0,Non-Veg,4.0,0.7,1,8.44,Medium,0.3823416666666667,0.676,0.496
54,Weekday,Bike,12.28,4.67,25,Non-Veg,6.4,0.61,1,8.7,Medium,0.47473333333333334,0.6598,0.4708
54,Weekday,Car,15.25,3.59,50,Veg,6.3,0.44,3,5.99,Low,0.4222583333333333,0.0792,0.1232
54,Weekday,Bike,8.33,6.65,0,Veg,6.1,0.73,2,7.52,Medium,0.5479583333333333,0.13140000000000002,0.2044
54,Weekday,Bus,12.18,5.19,0,Mixed,5.2,0.64,1,9.1,Medium,0.5425500000000001,0.11520000000000001,0.17919999999999997
54,Weekday,Bike,13.99,4.1,50,Veg,8.4,0.63,1,4.04,Low,0.4252083333333333,0.11340000000000001,0.17639999999999997
55,Weekend,EV,13.0,8.25,50,Non-Veg,3.7,0.57,0,10.09,Medium,0.5650000000000001,0.6526000000000001,0.4596
55,Weekend,EV,7.05,6.41,0,Veg,3.7,0.79,0,8.48,Medium,0.5231583333333334,0.14220000000000002,0.22119999999999998
55,Weekday,Bike,8.34,4.27,0,Mixed,5.2,0.81,1,7.57,Medium,0.46081666666666665,0.1458,0.22679999999999997
55,Weekday,Walk,17.95,6.66,75,Veg,5.8,0.77,0,4.29,Low,0.518575,0.1386,0.21559999999999996
55,Weekday,Walk,17.67,6.99,50,Mixed,5.7,0.64,2,6.33,Medium,0.577175,0.11520000000000001,0.17919999999999997
55,Weekend,Walk,3.52,4.35,75,Veg,6.7,0.4,2,2.57,Low,0.2535,0.07200000000000001,0.11199999999999999
55,Weekday,Car,15.32,3.93,25,Veg,5.1,0.78,0,8.57,Medium,0.48560000000000003,0.14040000000000002,0.21839999999999998
56,Weekend,Walk,6.74,6.31,0,Mixed,4.1,0.48,1,8.85,Medium,0.5156166666666666,0.0864,0.1344
56,Weekend,Bike,9.17,7.14,0,Mixed,7.4,1.19,0,10.78,Medium,0.576425,0.2142,0.3332
56,Weekend,Bike,1.93,6.67,0,Non-Veg,3.3,0.78,4,10.3,Medium,0.4686916666666667,0.6904000000000001,0.5184
56,Weekend,Bike,1.97,5.16,0,Veg,5.6,0.41,1,6.32,Medium,0.41382500000000005,0.0738,0.11479999999999999
56,Weekday,Bus,14.13,5.97,75,Veg,8.7,1.04,1,5.2,Low,0.445525,0.1872,0.2912
56,Weekend,Bike,8.83,7.19,75,Veg,2.7,1.05,1,4.33,Low,0.4240083333333333,0.189,0.294
56,Weekday,EV,3.44,7.92,75,Veg,8.0,1.01,2,4.17,Low,0.38339999999999996,0.18180000000000002,0.2828
57,Weekend,Bus,2.05,5.74,50,Non-Veg,3.6,0.58,0,8.71,Medium,0.3360916666666667,0.6544000000000001,0.4624
57,Weekend,Bus,12.98,3.5,0,Veg,3.6,0.31,2,5.48,Low,0.49058333333333337,0.0558,0.0868
57,Weekday,EV,11.42,3.71,0,Veg,3.5,0.58,1,5.79,Low,0.47878333333333334,0.1044,0.1624
57,Weekend,Car,7.78,7.19,50,Mixed,6.9,0.1,0,8.2,Medium,0.4608833333333333,0.018000000000000002,0.027999999999999997
57,Weekday,Walk,1.46,4.78,75,Veg,6.4,0.35,1,3.01,Low,0.24351666666666671,0.063,0.09799999999999999
57,Weekend,Walk,6.34,3.17,50,Non-Veg,3.4,0.48,2,6.57,Medium,0.2954833333333333,0.6364000000000001,0.4344
57,Weekday,Car,1.26,5.24,0,Veg,7.5,0.55,2,6.42,Medium,0.4078833333333334,0.099,0.154
58,Weekday,EV,8.94,7.35,75,Non-Veg,7.9,0.62,1,7.71,Medium,0.43124999999999997,0.6616000000000001,0.4736
58,Weekday,Car,11.04,7.69,0,Non-Veg,8.0,0.58,0,14.82,High,0.6199666666666668,0.6544000000000001,0.4624
58,Weekend,Walk,10.09,7.34,75,Non-Veg,3.4,0.5,0,7.61,Medium,0.4452583333333333,0.64,0.43999999999999995
58,Weekend,Walk,4.9,6.81,25,Veg,8.8,0.63,0,6.95,Medium,0.46095,0.11340000000000001,0.17639999999999997
58,Weekday,Walk,9.76,7.27,25,Non-Veg,9.0,0.5,1,10.17,Medium,0.5385666666666666,0.64,0.43999999999999995
58,Weekend,Bike,3.46,2.97,25,Veg,2.5,0.48,3,3.2,Low,0.30215000000000003,0.0864,0.1344
58,Weekend,Car,0.5,6.28,25,Mixed,2.0,0.37,3,6.71,Medium,0.38651666666666673,0.0666,0.1036
59,Weekday,EV,17.59,7.71,50,Non-Veg,7.6,0.58,3,8.86,Medium,0.602575,0.6544000000000001,0.4624
59,Weekend,Walk,6.23,7.23,50,Veg,8.4,0.79,2,5.11,Low,0.442975,0.14220000000000002,0.22119999999999998
59,Weekday,Bike,12.76,8.65,50,Veg,3.1,1.17,0,6.96,Medium,0.5766666666666667,0.21059999999999998,0.3276
59,Weekend,EV,5.13,5.82,0,Non-Veg,3.5,0.61,2,10.41,Medium,0.47752500000000003,0.6598,0.4708
59,Weekend,Bike,2.37,9.69,75,Non-Veg,6.6,0.68,1,7.9,Medium,0.434925,0.6724000000000001,0.49039999999999995
59,Weekday,Car,15.42,7.27,0,Veg,3.9,0.92,0,12.31,High,0.6593166666666668,0.16560000000000002,0.2576
59,Weekday,EV,7.95,8.22,25,Non-Veg,3.9,1.02,2,11.3,High,0.550775,0.7336,0.5855999999999999
60,Weekend,Bus,8.15,2.81,25,Mixed,2.2,0.81,0,6.86,Medium,0.3549083333333334,0.1458,0.22679999999999997
60,Weekday,Bike,13.4,2.0,0,Veg,6.7,0.66,1,4.04,Low,0.44083333333333335,0.11880000000000002,0.1848
60,Weekday,Bike,10.79,5.12,0,Veg,6.0,0.59,0,6.91,Medium,0.5226083333333333,0.1062,0.16519999999999999
60,Weekend,Walk,10.65,3.06,75,Non-Veg,8.0,0.51,0,6.74,Medium,0.295325,0.6418,0.44279999999999997
60,Weekend,Walk,3.98,4.45,50,Veg,6.0,0.5,1,4.02,Low,0.31291666666666673,0.09,0.13999999999999999
60,Weekday,Car,14.49,6.91,50,Mixed,2.3,0.6,3,8.9,Medium,0.5344916666666667,0.10800000000000001,0.16799999999999998
60,Weekday,Car,16.36,4.78,50,Veg,5.1,0.53,1,7.63,Medium,0.4797666666666667,0.09540000000000001,0.1484
61,Weekend,EV,8.81,5.31,75,Veg,4.4,0.29,5,1.79,Low,0.354825,0.0522,0.0812
61,Weekday,EV,12.56,4.9,50,Veg,6.7,0.46,2,4.26,Low,0.43666666666666665,0.08280000000000001,0.1288
61,Weekday,EV,19.85,5.03,50,Mixed,6.5,0.44,2,6.08,Medium,0.5325583333333334,0.0792,0.1232
61,Weekend,Walk,4.06,4.31,50,Veg,7.9,0.95,0,4.91,Low,0.3087833333333333,0.17099999999999999,0.26599999999999996
61,Weekend,EV,12.22,6.56,75,Mixed,7.6,0.59,1,5.65,Low,0.4432833333333333,0.1062,0.16519999999999999
