time,temperature_2m,relative_humidity_2m,cloud_cover,wind_speed_10m,pressure_msl,precipitation,hour,day_of_year,rain_event
2023-08-08 18:00:00+00:00,29.4,65,97,16.0,1001.0,0.0,18,220,0
2023-08-08 19:00:00+00:00,29.0,66,99,17.1,1000.8,0.0,19,220,0
2023-08-08 20:00:00+00:00,28.5,68,100,15.3,1000.6,0.0,20,220,0
2023-08-08 21:00:00+00:00,28.1,70,83,15.9,1000.5,0.0,21,220,0
2023-08-08 22:00:00+00:00,27.7,71,100,16.9,1000.7,0.0,22,220,0
2023-08-08 23:00:00+00:00,27.4,72,95,16.6,1001.0,0.0,23,220,0
2023-08-09 00:00:00+00:00,27.7,73,40,18.4,1001.1,0.0,0,221,0
2023-08-09 01:00:00+00:00,27.8,74,100,18.7,1002.2,0.0,1,221,0
2023-08-09 02:00:00+00:00,28.4,75,100,17.3,1002.9,0.0,2,221,0
2023-08-09 03:00:00+00:00,29.2,73,100,19.5,1003.2,0.0,3,221,0
2023-08-09 04:00:00+00:00,30.3,70,99,20.2,1003.4,0.0,4,221,0
2023-08-09 05:00:00+00:00,31.8,66,100,19.9,1003.4,0.0,5,221,0
2023-08-09 06:00:00+00:00,33.1,60,100,17.7,1003.3,0.0,6,221,0
2023-08-09 07:00:00+00:00,33.5,57,99,13.8,1002.9,0.0,7,221,0
2023-08-09 08:00:00+00:00,34.0,55,66,11.7,1002.2,0.0,8,221,0
2023-08-09 09:00:00+00:00,34.4,54,13,11.7,1001.1,0.0,9,221,0
2023-08-09 10:00:00+00:00,34.5,53,97,11.8,1000.4,0.0,10,221,0
2023-08-09 11:00:00+00:00,34.5,52,96,11.6,1000.1,0.0,11,221,0
2023-08-09 12:00:00+00:00,33.2,59,98,11.2,1001.3,0.0,12,221,0
2023-08-09 13:00:00+00:00,32.2,62,100,8.1,1001.4,0.0,13,221,0
2023-08-09 14:00:00+00:00,31.4,63,98,7.3,1002.1,0.0,14,221,0
2023-08-09 15:00:00+00:00,30.6,66,92,7.3,1002.4,0.0,15,221,0
2023-08-09 16:00:00+00:00,30.3,67,94,8.7,1003.1,0.0,16,221,0
2023-08-09 17:00:00+00:00,29.5,69,99,11.1,1003.4,0.0,17,221,0
2023-08-09 18:00:00+00:00,29.2,65,100,14.3,1003.4,0.0,18,221,0
2023-08-09 19:00:00+00:00,28.9,65,100,14.2,1003.2,0.0,19,221,0
2023-08-09 20:00:00+00:00,28.4,69,100,14.1,1002.8,0.0,20,221,0
2023-08-09 21:00:00+00:00,28.0,72,100,13.0,1002.6,0.0,21,221,0
2023-08-09 22:00:00+00:00,27.6,74,100,10.5,1003.0,0.0,22,221,0
2023-08-09 23:00:00+00:00,27.3,77,100,13.0,1002.9,0.0,23,221,0
2023-08-10 00:00:00+00:00,28.0,75,76,13.8,1002.9,0.0,0,222,0
2023-08-10 01:00:00+00:00,28.1,76,48,14.5,1003.6,0.0,1,222,0
2023-08-10 02:00:00+00:00,28.9,74,86,15.1,1004.3,0.0,2,222,0
2023-08-10 03:00:00+00:00,29.9,70,42,17.3,1004.4,0.0,3,222,0
2023-08-10 04:00:00+00:00,31.0,67,89,17.5,1004.8,0.0,4,222,0
2023-08-10 05:00:00+00:00,32.1,63,82,16.6,1004.9,0.0,5,222,0
2023-08-10 06:00:00+00:00,33.2,58,89,14.0,1004.6,0.0,6,222,0
2023-08-10 07:00:00+00:00,33.7,56,93,10.8,1004.1,0.0,7,222,0
2023-08-10 08:00:00+00:00,34.0,54,100,9.5,1003.5,0.0,8,222,0
2023-08-10 09:00:00+00:00,33.9,53,100,8.6,1002.6,0.0,9,222,0
2023-08-10 10:00:00+00:00,33.9,53,89,8.3,1002.1,0.0,10,222,0
2023-08-10 11:00:00+00:00,33.7,53,66,9.8,1001.7,0.0,11,222,0
2023-08-10 12:00:00+00:00,31.5,66,99,9.4,1002.8,0.0,12,222,0
2023-08-10 13:00:00+00:00,28.7,78,100,9.7,1003.6,1.2,13,222,1
2023-08-10 14:00:00+00:00,27.8,86,100,11.3,1003.6,0.5,14,222,1
2023-08-10 15:00:00+00:00,27.5,84,100,11.0,1004.3,0.0,15,222,0
2023-08-10 16:00:00+00:00,27.6,83,100,7.8,1004.7,0.0,16,222,0
2023-08-10 17:00:00+00:00,27.8,83,99,6.7,1004.8,0.0,17,222,0
2023-08-10 18:00:00+00:00,27.8,83,93,6.2,1004.8,0.0,18,222,0
2023-08-10 19:00:00+00:00,27.6,84,92,9.7,1004.5,0.0,19,222,0
2023-08-10 20:00:00+00:00,27.4,85,54,9.1,1004.0,0.0,20,222,0
2023-08-10 21:00:00+00:00,27.2,84,91,7.8,1003.7,0.0,21,222,0
2023-08-10 22:00:00+00:00,27.3,82,84,8.7,1003.5,0.0,22,222,0
2023-08-10 23:00:00+00:00,27.5,77,30,10.8,1003.9,0.0,23,222,0
2023-08-11 00:00:00+00:00,27.9,73,34,11.3,1003.9,0.0,0,223,0
2023-08-11 01:00:00+00:00,28.3,68,19,13.4,1004.8,0.0,1,223,0
2023-08-11 02:00:00+00:00,29.1,68,18,12.0,1005.2,0.0,2,223,0
2023-08-11 03:00:00+00:00,30.4,65,100,13.5,1005.3,0.0,3,223,0
2023-08-11 04:00:00+00:00,31.6,62,34,14.8,1005.4,0.0,4,223,0
2023-08-11 05:00:00+00:00,32.9,58,20,15.7,1005.0,0.0,5,223,0
2023-08-11 06:00:00+00:00,33.9,53,33,13.9,1004.1,0.0,6,223,0
2023-08-11 07:00:00+00:00,34.4,50,81,12.6,1003.6,0.1,7,223,1
2023-08-11 08:00:00+00:00,34.6,49,51,13.9,1002.7,0.1,8,223,1
2023-08-11 09:00:00+00:00,34.6,49,67,13.6,1001.6,0.1,9,223,1
2023-08-11 10:00:00+00:00,34.4,50,82,14.0,1000.8,0.1,10,223,1
2023-08-11 11:00:00+00:00,34.0,51,99,13.8,1000.5,0.0,11,223,0
2023-08-11 12:00:00+00:00,33.5,58,33,4.2,1001.6,0.0,12,223,0
2023-08-11 13:00:00+00:00,30.4,78,96,4.6,1002.3,1.1,13,223,1
2023-08-11 14:00:00+00:00,29.8,81,98,5.3,1002.2,0.1,14,223,1
2023-08-11 15:00:00+00:00,30.3,71,100,7.5,1002.5,0.0,15,223,0
2023-08-11 16:00:00+00:00,30.1,69,100,7.9,1003.1,0.0,16,223,0
2023-08-11 17:00:00+00:00,29.6,70,100,9.5,1003.0,0.0,17,223,0
2023-08-11 18:00:00+00:00,29.4,69,100,11.8,1002.7,0.0,18,223,0
2023-08-11 19:00:00+00:00,29.2,68,100,13.2,1002.3,0.0,19,223,0
2023-08-11 20:00:00+00:00,28.9,66,100,14.2,1002.1,0.0,20,223,0
2023-08-11 21:00:00+00:00,28.7,63,100,15.7,1002.0,0.0,21,223,0
2023-08-11 22:00:00+00:00,28.5,62,99,16.6,1002.0,0.0,22,223,0
2023-08-11 23:00:00+00:00,28.2,62,100,15.9,1002.2,0.0,23,223,0
2023-08-12 00:00:00+00:00,28.3,60,71,15.4,1002.4,0.0,0,224,0
2023-08-12 01:00:00+00:00,28.2,62,36,15.7,1002.8,0.0,1,224,0
2023-08-12 02:00:00+00:00,28.9,64,18,15.3,1003.0,0.0,2,224,0
2023-08-12 03:00:00+00:00,30.1,62,8,18.1,1003.2,0.0,3,224,0
2023-08-12 04:00:00+00:00,31.5,59,14,19.7,1003.5,0.0,4,224,0
2023-08-12 05:00:00+00:00,32.9,55,0,20.7,1003.4,0.0,5,224,0
2023-08-12 06:00:00+00:00,33.9,51,0,19.1,1002.6,0.0,6,224,0
2023-08-12 07:00:00+00:00,34.8,48,20,16.7,1001.8,0.0,7,224,0
2023-08-12 08:00:00+00:00,35.3,45,73,16.2,1000.5,0.0,8,224,0
2023-08-12 09:00:00+00:00,35.3,44,95,18.0,999.4,0.0,9,224,0
2023-08-12 10:00:00+00:00,35.3,43,89,17.4,998.7,0.0,10,224,0
2023-08-12 11:00:00+00:00,34.8,46,99,16.7,998.2,0.0,11,224,0
2023-08-12 12:00:00+00:00,33.5,52,100,13.4,999.2,0.0,12,224,0
2023-08-12 13:00:00+00:00,32.4,54,100,13.7,999.1,0.0,13,224,0
2023-08-12 14:00:00+00:00,31.8,53,100,16.1,999.3,0.0,14,224,0
2023-08-12 15:00:00+00:00,31.3,54,100,14.2,999.7,0.0,15,224,0
2023-08-12 16:00:00+00:00,30.7,56,100,14.0,1000.3,0.0,16,224,0
2023-08-12 17:00:00+00:00,30.3,57,100,15.0,1000.5,0.0,17,224,0
2023-08-12 18:00:00+00:00,29.9,60,100,16.3,1000.4,0.0,18,224,0
2023-08-12 19:00:00+00:00,29.5,63,100,15.8,999.9,0.0,19,224,0
2023-08-12 20:00:00+00:00,29.2,63,100,16.3,999.1,0.0,20,224,0
2023-08-12 21:00:00+00:00,28.8,64,100,17.3,998.7,0.0,21,224,0
2023-08-12 22:00:00+00:00,28.3,66,100,17.5,998.7,0.0,22,224,0
2023-08-12 23:00:00+00:00,27.9,68,100,17.5,998.8,0.0,23,224,0
2023-08-13 00:00:00+00:00,27.7,70,100,17.4,999.1,0.0,0,225,0
2023-08-13 01:00:00+00:00,27.6,72,99,17.0,999.4,0.0,1,225,0
2023-08-13 02:00:00+00:00,28.4,72,100,16.3,999.8,0.0,2,225,0
2023-08-13 03:00:00+00:00,29.7,68,100,18.8,1000.0,0.0,3,225,0
2023-08-13 04:00:00+00:00,31.2,64,44,18.4,1000.5,0.0,4,225,0
2023-08-13 05:00:00+00:00,32.6,59,26,17.3,1000.5,0.0,5,225,0
2023-08-13 06:00:00+00:00,33.9,55,43,14.8,999.9,0.0,6,225,0
2023-08-13 07:00:00+00:00,34.5,51,43,13.1,999.2,0.1,7,225,1
2023-08-13 08:00:00+00:00,35.2,48,100,11.4,998.5,0.1,8,225,1
2023-08-13 09:00:00+00:00,35.6,47,100,11.4,997.5,0.2,9,225,1
2023-08-13 10:00:00+00:00,35.2,47,100,11.3,997.2,0.2,10,225,1
2023-08-13 11:00:00+00:00,34.8,49,100,11.6,997.1,0.1,11,225,1
2023-08-13 12:00:00+00:00,32.6,59,100,11.5,998.4,0.0,12,225,0
2023-08-13 13:00:00+00:00,31.8,62,100,9.7,998.8,0.0,13,225,0
2023-08-13 14:00:00+00:00,31.0,64,100,10.4,999.4,0.0,14,225,0
2023-08-13 15:00:00+00:00,30.4,65,96,13.0,1000.1,0.0,15,225,0
2023-08-13 16:00:00+00:00,30.0,64,98,14.3,1000.9,0.0,16,225,0
2023-08-13 17:00:00+00:00,29.7,63,98,15.1,1001.2,0.0,17,225,0
2023-08-13 18:00:00+00:00,29.6,63,100,14.4,1001.3,0.0,18,225,0
2023-08-13 19:00:00+00:00,29.4,63,100,13.2,1001.5,0.0,19,225,0
2023-08-13 20:00:00+00:00,28.9,65,100,11.5,1000.9,0.0,20,225,0
2023-08-13 21:00:00+00:00,28.3,68,100,9.2,1000.7,0.0,21,225,0
2023-08-13 22:00:00+00:00,27.7,71,46,7.3,1000.9,0.0,22,225,0
2023-08-13 23:00:00+00:00,27.3,73,27,8.2,1001.6,0.0,23,225,0
2023-08-14 00:00:00+00:00,26.8,75,19,6.9,1002.8,0.0,0,226,0
2023-08-14 01:00:00+00:00,27.3,75,100,8.0,1003.5,0.0,1,226,0
2023-08-14 02:00:00+00:00,28.1,74,100,7.2,1004.3,0.0,2,226,0
2023-08-14 03:00:00+00:00,29.2,69,100,7.2,1004.6,0.0,3,226,0
2023-08-14 04:00:00+00:00,30.0,65,100,5.9,1005.0,0.0,4,226,0
2023-08-14 05:00:00+00:00,30.7,62,100,4.9,1005.0,0.0,5,226,0
2023-08-14 06:00:00+00:00,32.0,58,100,8.6,1004.7,0.0,6,226,0
2023-08-14 07:00:00+00:00,32.8,54,100,11.5,1004.2,0.0,7,226,0
2023-08-14 08:00:00+00:00,33.1,53,100,12.5,1003.4,0.0,8,226,0
2023-08-14 09:00:00+00:00,33.3,52,97,13.1,1002.5,0.0,9,226,0
2023-08-14 10:00:00+00:00,33.5,51,77,12.4,1001.8,0.0,10,226,0
2023-08-14 11:00:00+00:00,33.0,53,93,11.0,1001.6,0.0,11,226,0
2023-08-14 12:00:00+00:00,31.5,60,70,7.9,1002.0,0.0,12,226,0
2023-08-14 13:00:00+00:00,30.2,67,100,9.5,1002.7,0.0,13,226,0
2023-08-14 14:00:00+00:00,28.7,76,100,12.6,1003.5,0.0,14,226,0
2023-08-14 15:00:00+00:00,28.2,80,100,10.2,1004.1,0.0,15,226,0
2023-08-14 16:00:00+00:00,27.9,82,100,10.5,1004.7,0.0,16,226,0
2023-08-14 17:00:00+00:00,27.6,83,100,10.9,1004.9,0.0,17,226,0
2023-08-14 18:00:00+00:00,27.2,85,100,9.7,1004.8,0.0,18,226,0
2023-08-14 19:00:00+00:00,26.8,87,42,7.0,1004.5,0.0,19,226,0
2023-08-14 20:00:00+00:00,26.5,89,63,6.7,1004.2,0.0,20,226,0
2023-08-14 21:00:00+00:00,26.3,89,97,7.1,1003.4,0.0,21,226,0
2023-08-14 22:00:00+00:00,26.0,90,98,6.1,1003.2,0.0,22,226,0
2023-08-14 23:00:00+00:00,25.8,91,100,5.6,1003.6,0.0,23,226,0
2023-08-15 00:00:00+00:00,26.2,94,100,7.2,1004.2,0.0,0,227,0
2023-08-15 01:00:00+00:00,26.9,91,99,4.9,1004.6,0.0,1,227,0
2023-08-15 02:00:00+00:00,27.4,87,94,4.0,1005.1,0.1,2,227,1
2023-08-15 03:00:00+00:00,28.8,76,53,4.9,1005.1,0.0,3,227,0
2023-08-15 04:00:00+00:00,30.9,67,26,4.7,1005.5,0.0,4,227,0
2023-08-15 05:00:00+00:00,32.2,61,8,5.8,1005.2,0.0,5,227,0
2023-08-15 06:00:00+00:00,33.2,58,13,7.9,1004.8,0.0,6,227,0
2023-08-15 07:00:00+00:00,34.0,55,20,7.3,1004.0,0.0,7,227,0
2023-08-15 08:00:00+00:00,34.3,54,37,6.0,1003.2,0.0,8,227,0
2023-08-15 09:00:00+00:00,34.6,52,20,5.2,1002.1,0.0,9,227,0
2023-08-15 10:00:00+00:00,34.7,52,12,4.6,1001.2,0.0,10,227,0
2023-08-15 11:00:00+00:00,34.7,52,23,7.1,1000.7,0.0,11,227,0
2023-08-15 12:00:00+00:00,32.2,59,21,6.6,1002.6,0.0,12,227,0
2023-08-15 13:00:00+00:00,31.3,67,21,9.7,1002.7,0.0,13,227,0
2023-08-15 14:00:00+00:00,30.0,73,39,4.7,1003.1,0.0,14,227,0
2023-08-15 15:00:00+00:00,29.6,78,41,1.8,1003.5,0.0,15,227,0
2023-08-15 16:00:00+00:00,28.7,82,22,2.4,1004.2,0.0,16,227,0
2023-08-15 17:00:00+00:00,28.1,87,11,3.3,1004.4,0.0,17,227,0
2023-08-15 18:00:00+00:00,27.6,87,6,2.9,1004.5,0.0,18,227,0
2023-08-15 19:00:00+00:00,27.3,87,39,3.3,1004.4,0.0,19,227,0
2023-08-15 20:00:00+00:00,27.0,87,22,3.2,1004.0,0.0,20,227,0
2023-08-15 21:00:00+00:00,26.9,85,95,4.1,1003.6,0.0,21,227,0
2023-08-15 22:00:00+00:00,26.8,84,91,5.3,1003.5,0.0,22,227,0
2023-08-15 23:00:00+00:00,26.8,83,4,5.8,1003.7,0.0,23,227,0
2023-08-16 00:00:00+00:00,25.6,89,9,10.5,1004.2,0.0,0,228,0
2023-08-16 01:00:00+00:00,26.5,89,44,8.5,1004.7,0.1,1,228,1
2023-08-16 02:00:00+00:00,28.0,83,17,8.0,1005.0,0.0,2,228,0
2023-08-16 03:00:00+00:00,30.0,72,5,11.2,1005.1,0.0,3,228,0
2023-08-16 04:00:00+00:00,32.0,63,6,13.1,1005.1,0.0,4,228,0
2023-08-16 05:00:00+00:00,33.7,55,20,12.4,1004.9,0.0,5,228,0
2023-08-16 06:00:00+00:00,34.4,52,20,11.5,1004.3,0.0,6,228,0
2023-08-16 07:00:00+00:00,35.2,51,12,11.3,1003.5,0.0,7,228,0
2023-08-16 08:00:00+00:00,35.7,49,22,13.4,1002.4,0.0,8,228,0
2023-08-16 09:00:00+00:00,36.0,48,33,15.1,1001.5,0.0,9,228,0
2023-08-16 10:00:00+00:00,35.9,47,23,15.5,1000.3,0.0,10,228,0
2023-08-16 11:00:00+00:00,35.4,47,6,16.8,999.9,0.0,11,228,0
2023-08-16 12:00:00+00:00,34.4,50,8,15.1,1001.1,0.0,12,228,0
2023-08-16 13:00:00+00:00,33.2,55,8,10.7,1001.0,0.0,13,228,0
2023-08-16 14:00:00+00:00,31.8,60,8,7.2,1001.6,0.0,14,228,0
2023-08-16 15:00:00+00:00,30.3,72,7,7.1,1001.9,0.0,15,228,0
2023-08-16 16:00:00+00:00,30.0,69,2,5.1,1002.7,0.0,16,228,0
2023-08-16 17:00:00+00:00,29.8,68,2,5.4,1002.8,0.0,17,228,0
2023-08-16 18:00:00+00:00,29.2,70,1,5.9,1002.8,0.0,18,228,0
2023-08-16 19:00:00+00:00,29.0,71,1,6.3,1002.6,0.0,19,228,0
2023-08-16 20:00:00+00:00,28.6,72,1,6.4,1002.1,0.0,20,228,0
2023-08-16 21:00:00+00:00,28.1,73,3,6.2,1002.0,0.0,21,228,0
2023-08-16 22:00:00+00:00,27.8,73,4,7.0,1002.1,0.0,22,228,0
2023-08-16 23:00:00+00:00,27.8,71,8,11.3,1002.4,0.0,23,228,0
2023-08-17 00:00:00+00:00,28.6,68,2,14.4,1002.6,0.0,0,229,0
2023-08-17 01:00:00+00:00,29.0,67,25,15.8,1003.4,0.0,1,229,0
2023-08-17 02:00:00+00:00,29.9,64,21,16.2,1004.1,0.0,2,229,0
2023-08-17 03:00:00+00:00,31.3,58,2,19.7,1004.3,0.0,3,229,0
2023-08-17 04:00:00+00:00,33.0,54,6,20.2,1004.4,0.0,4,229,0
2023-08-17 05:00:00+00:00,34.3,49,10,20.3,1004.3,0.0,5,229,0
2023-08-17 06:00:00+00:00,35.1,46,71,19.3,1003.7,0.0,6,229,0
2023-08-17 07:00:00+00:00,35.7,44,15,18.4,1003.1,0.0,7,229,0
2023-08-17 08:00:00+00:00,36.0,42,47,18.9,1002.1,0.0,8,229,0
2023-08-17 09:00:00+00:00,36.0,42,45,18.9,1001.0,0.0,9,229,0
2023-08-17 10:00:00+00:00,36.0,42,45,18.4,1000.0,0.0,10,229,0
2023-08-17 11:00:00+00:00,35.6,43,99,18.0,999.9,0.0,11,229,0
2023-08-17 12:00:00+00:00,34.6,50,98,12.2,1000.7,0.0,12,229,0
2023-08-17 13:00:00+00:00,33.6,54,90,8.0,1001.2,0.0,13,229,0
2023-08-17 14:00:00+00:00,32.3,58,100,6.6,1001.8,0.0,14,229,0
2023-08-17 15:00:00+00:00,31.6,60,100,6.3,1002.2,0.0,15,229,0
2023-08-17 16:00:00+00:00,30.8,65,100,6.0,1002.8,0.0,16,229,0
2023-08-17 17:00:00+00:00,30.3,66,99,5.4,1003.0,0.0,17,229,0
2023-08-17 18:00:00+00:00,30.1,66,97,5.9,1002.9,0.0,18,229,0
2023-08-17 19:00:00+00:00,29.8,67,98,8.2,1002.7,0.0,19,229,0
2023-08-17 20:00:00+00:00,29.3,68,97,6.9,1002.2,0.0,20,229,0
2023-08-17 21:00:00+00:00,29.1,67,99,9.3,1001.8,0.0,21,229,0
2023-08-17 22:00:00+00:00,29.2,63,100,12.7,1001.6,0.0,22,229,0
2023-08-17 23:00:00+00:00,28.6,65,100,9.4,1001.9,0.0,23,229,0
2023-08-18 00:00:00+00:00,28.3,65,73,10.1,1003.0,0.0,0,230,0
2023-08-18 01:00:00+00:00,28.4,66,30,11.3,1003.5,0.0,1,230,0
2023-08-18 02:00:00+00:00,29.3,64,61,12.4,1003.8,0.0,2,230,0
2023-08-18 03:00:00+00:00,30.9,60,84,15.1,1004.3,0.0,3,230,0
2023-08-18 04:00:00+00:00,32.6,55,17,14.7,1004.7,0.0,4,230,0
2023-08-18 05:00:00+00:00,34.0,51,20,13.3,1004.6,0.0,5,230,0
2023-08-18 06:00:00+00:00,35.1,48,80,11.7,1003.9,0.0,6,230,0
2023-08-18 07:00:00+00:00,35.9,45,66,10.4,1002.8,0.0,7,230,0
2023-08-18 08:00:00+00:00,35.8,44,26,7.8,1002.1,0.0,8,230,0
2023-08-18 09:00:00+00:00,36.0,44,36,10.2,1001.3,0.0,9,230,0
2023-08-18 10:00:00+00:00,36.1,44,79,9.4,1000.5,0.0,10,230,0
2023-08-18 11:00:00+00:00,35.8,45,100,8.7,1000.3,0.1,11,230,1
2023-08-18 12:00:00+00:00,34.7,50,100,11.5,1000.4,0.0,12,230,0
2023-08-18 13:00:00+00:00,33.3,61,100,8.2,1001.4,0.0,13,230,0
2023-08-18 14:00:00+00:00,31.5,70,100,13.8,1001.9,0.0,14,230,0
2023-08-18 15:00:00+00:00,30.1,75,89,9.4,1002.6,0.0,15,230,0
2023-08-18 16:00:00+00:00,29.6,77,96,6.6,1003.2,0.0,16,230,0
2023-08-18 17:00:00+00:00,29.2,79,81,4.8,1003.7,0.0,17,230,0
2023-08-18 18:00:00+00:00,28.9,80,9,5.1,1003.5,0.0,18,230,0
2023-08-18 19:00:00+00:00,28.5,83,22,3.8,1003.4,0.0,19,230,0
2023-08-18 20:00:00+00:00,28.2,84,9,4.2,1003.1,0.0,20,230,0
2023-08-18 21:00:00+00:00,28.0,86,58,4.3,1002.7,0.0,21,230,0
2023-08-18 22:00:00+00:00,27.8,87,96,5.4,1002.7,0.0,22,230,0
2023-08-18 23:00:00+00:00,27.6,89,100,6.8,1002.9,0.0,23,230,0
2023-08-19 00:00:00+00:00,27.9,87,30,3.8,1003.0,0.0,0,231,0
2023-08-19 01:00:00+00:00,27.2,87,76,19.1,1004.3,2.5,1,231,1
2023-08-19 02:00:00+00:00,26.2,91,91,11.9,1004.9,3.9,2,231,1
2023-08-19 03:00:00+00:00,26.9,89,52,7.0,1004.9,0.1,3,231,1
2023-08-19 04:00:00+00:00,28.7,84,69,5.4,1005.1,0.1,4,231,1
2023-08-19 05:00:00+00:00,31.1,75,94,7.9,1004.9,0.0,5,231,0
2023-08-19 06:00:00+00:00,32.0,73,100,10.4,1004.3,0.0,6,231,0
2023-08-19 07:00:00+00:00,33.0,65,100,12.8,1003.7,0.0,7,231,0
2023-08-19 08:00:00+00:00,32.7,66,19,10.8,1003.3,0.7,8,231,1
2023-08-19 09:00:00+00:00,33.8,61,9,8.3,1001.9,0.0,9,231,0
2023-08-19 10:00:00+00:00,34.1,59,10,7.4,1000.9,0.0,10,231,0
2023-08-19 11:00:00+00:00,33.7,60,24,8.2,1000.8,0.0,11,231,0
2023-08-19 12:00:00+00:00,33.9,55,12,9.1,1001.2,0.1,12,231,1
2023-08-19 13:00:00+00:00,32.9,61,26,7.0,1002.0,0.0,13,231,0
2023-08-19 14:00:00+00:00,31.8,67,19,4.7,1002.3,0.0,14,231,0
2023-08-19 15:00:00+00:00,31.1,70,50,6.1,1002.8,0.0,15,231,0
2023-08-19 16:00:00+00:00,30.6,73,22,8.7,1003.6,0.0,16,231,0
2023-08-19 17:00:00+00:00,30.3,74,27,9.1,1003.9,0.0,17,231,0
2023-08-19 18:00:00+00:00,30.0,76,47,8.4,1004.1,0.0,18,231,0
2023-08-19 19:00:00+00:00,29.6,78,56,9.3,1003.9,0.0,19,231,0
2023-08-19 20:00:00+00:00,29.2,80,38,8.6,1003.7,0.0,20,231,0
2023-08-19 21:00:00+00:00,28.7,81,25,7.6,1003.5,0.0,21,231,0
2023-08-19 22:00:00+00:00,28.4,82,96,8.2,1003.4,0.0,22,231,0
2023-08-19 23:00:00+00:00,28.2,83,77,7.8,1003.8,0.0,23,231,0
2023-08-20 00:00:00+00:00,27.8,91,82,8.2,1004.1,0.0,0,232,0
2023-08-20 01:00:00+00:00,28.3,91,82,7.9,1004.6,0.0,1,232,0
2023-08-20 02:00:00+00:00,29.6,85,82,8.3,1004.9,0.0,2,232,0
2023-08-20 03:00:00+00:00,31.1,76,94,13.4,1004.9,0.0,3,232,0
2023-08-20 04:00:00+00:00,32.8,66,85,17.3,1005.0,0.0,4,232,0
2023-08-20 05:00:00+00:00,33.9,58,94,18.0,1005.1,0.0,5,232,0
2023-08-20 06:00:00+00:00,34.9,53,89,17.1,1004.5,0.0,6,232,0
2023-08-20 07:00:00+00:00,35.3,51,28,16.6,1004.2,0.0,7,232,0
2023-08-20 08:00:00+00:00,35.5,51,37,15.5,1003.4,0.1,8,232,1
2023-08-20 09:00:00+00:00,35.8,50,60,13.2,1002.2,0.0,9,232,0
2023-08-20 10:00:00+00:00,35.8,50,31,11.8,1001.2,0.0,10,232,0
2023-08-20 11:00:00+00:00,35.5,50,6,10.6,1000.6,0.0,11,232,0
2023-08-20 12:00:00+00:00,34.4,54,7,6.8,1001.7,0.0,12,232,0
2023-08-20 13:00:00+00:00,33.5,59,7,5.1,1001.9,0.0,13,232,0
2023-08-20 14:00:00+00:00,32.4,64,4,5.8,1002.7,0.0,14,232,0
2023-08-20 15:00:00+00:00,31.8,67,8,6.8,1002.9,0.0,15,232,0
2023-08-20 16:00:00+00:00,31.2,71,20,6.5,1003.3,0.0,16,232,0
2023-08-20 17:00:00+00:00,30.5,75,22,7.6,1003.6,0.0,17,232,0
2023-08-20 18:00:00+00:00,29.9,78,32,10.9,1003.6,0.0,18,232,0
2023-08-20 19:00:00+00:00,29.3,81,2,10.1,1003.4,0.0,19,232,0
2023-08-20 20:00:00+00:00,28.9,83,22,9.8,1003.0,0.0,20,232,0
2023-08-20 21:00:00+00:00,28.6,85,11,8.4,1002.8,0.0,21,232,0
2023-08-20 22:00:00+00:00,28.3,87,3,7.7,1002.7,0.0,22,232,0
2023-08-20 23:00:00+00:00,28.0,88,4,5.0,1002.8,0.0,23,232,0
2023-08-21 00:00:00+00:00,28.6,86,7,4.3,1002.7,0.0,0,233,0
2023-08-21 01:00:00+00:00,29.0,85,22,5.3,1003.4,0.0,1,233,0
2023-08-21 02:00:00+00:00,30.3,79,33,4.5,1003.7,0.0,2,233,0
2023-08-21 03:00:00+00:00,32.0,71,35,5.2,1003.8,0.0,3,233,0
2023-08-21 04:00:00+00:00,33.4,65,93,7.9,1003.9,0.0,4,233,0
2023-08-21 05:00:00+00:00,34.3,59,75,6.5,1003.6,0.0,5,233,0
2023-08-21 06:00:00+00:00,34.7,57,48,2.6,1003.0,0.1,6,233,1
2023-08-21 07:00:00+00:00,34.5,58,47,6.6,1002.4,0.5,7,233,1
2023-08-21 08:00:00+00:00,35.1,57,63,6.5,1001.6,0.1,8,233,1
2023-08-21 09:00:00+00:00,35.8,56,86,1.8,1000.5,0.0,9,233,0
2023-08-21 10:00:00+00:00,36.3,53,78,0.8,999.4,0.0,10,233,0
2023-08-21 11:00:00+00:00,36.1,52,33,2.4,999.1,0.0,11,233,0
2023-08-21 12:00:00+00:00,36.2,49,100,3.0,999.9,0.0,12,233,0
2023-08-21 13:00:00+00:00,34.3,57,100,7.3,1000.5,0.1,13,233,1
2023-08-21 14:00:00+00:00,31.7,71,100,14.7,1001.4,0.0,14,233,0
2023-08-21 15:00:00+00:00,31.0,73,100,12.0,1001.8,0.0,15,233,0
2023-08-21 16:00:00+00:00,30.9,73,100,10.2,1002.5,0.0,16,233,0
2023-08-21 17:00:00+00:00,30.3,74,100,14.6,1002.9,0.0,17,233,0
2023-08-21 18:00:00+00:00,30.2,74,100,12.4,1002.8,0.0,18,233,0
2023-08-21 19:00:00+00:00,29.9,75,100,12.3,1002.2,0.0,19,233,0
2023-08-21 20:00:00+00:00,29.5,77,100,11.1,1001.4,0.0,20,233,0
2023-08-21 21:00:00+00:00,29.4,77,100,7.3,1000.9,0.0,21,233,0
2023-08-21 22:00:00+00:00,27.5,92,100,10.1,1001.3,3.6,22,233,1
