user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level,action_opportunity
40,Weekend,EV,8.44,6.11,25,Mixed,2.3,0.61,0,8.32,Medium,0.464
41,Weekday,Walk,6.37,5.05,50,Mixed,4.0,0.62,0,6.32,Medium,0.35522499999999996
41,Weekend,Bus,0.5,7.15,25,Veg,5.6,0.49,0,7.03,Medium,0.37595
41,Weekday,Bus,11.36,6.4,0,Veg,6.3,0.54,2,8.01,Medium,0.5632
41,Weekend,Walk,2.82,4.48,25,Non-Veg,5.0,0.48,2,8.02,Medium,0.35075
41,Weekday,Bus,5.68,6.81,75,Non-Veg,8.7,0.51,0,7.96,Medium,0.3105
41,Weekday,EV,12.59,5.46,50,Veg,2.8,0.48,1,4.92,Low,0.429975
41,Weekday,Bus,8.45,4.64,25,Non-Veg,7.3,0.71,2,9.08,Medium,0.442725
42,Weekend,Car,5.33,6.71,75,Mixed,7.1,0.89,0,7.06,Medium,0.33452499999999996
42,Weekend,Car,1.43,6.53,0,Veg,5.0,0.71,1,8.11,Medium,0.45527500000000004
42,Weekend,Bike,0.5,6.62,0,Veg,7.1,0.53,3,6.87,Medium,0.43105
42,Weekend,EV,1.23,7.99,0,Non-Veg,7.5,1.02,3,12.12,High,0.506775
42,Weekend,EV,5.0,7.77,25,Non-Veg,6.2,0.39,2,10.14,Medium,0.4366
42,Weekend,Walk,4.99,4.15,0,Non-Veg,8.2,0.55,0,9.56,Medium,0.439375
42,Weekend,Car,4.28,8.7,0,Veg,2.5,1.02,1,10.85,Medium,0.5590999999999999
43,Weekday,Car,5.48,8.93,0,Mixed,8.9,1.15,0,13.36,High,0.5891
43,Weekday,Bike,10.15,5.78,25,Veg,8.7,0.77,1,6.08,Medium,0.491575
43,Weekday,Car,11.65,5.97,0,Veg,2.2,0.72,0,10.21,Medium,0.572625
43,Weekend,Walk,12.39,6.47,75,Mixed,6.2,0.82,2,5.01,Low,0.412375
43,Weekend,Car,5.57,7.44,25,Non-Veg,4.4,0.54,1,11.49,High,0.44912500000000005
43,Weekday,Bus,12.57,7.79,25,Non-Veg,4.1,0.87,0,12.34,High,0.570025
43,Weekday,Walk,6.95,5.08,100,Veg,5.9,0.97,0,3.16,Low,0.266075
44,Weekend,EV,0.5,5.43,25,Veg,9.0,1.14,3,5.53,Low,0.39355
44,Weekday,Bus,10.21,3.5,0,Veg,5.3,0.37,4,4.53,Low,0.47722500000000007
44,Weekday,Walk,12.96,6.35,0,Non-Veg,7.6,0.6,0,11.43,High,0.587
44,Weekday,Bike,11.5,3.69,100,Veg,5.4,0.73,1,2.47,Low,0.27595
44,Weekend,Bus,10.18,6.95,25,Mixed,5.6,0.53,1,8.83,Medium,0.49615
44,Weekday,Car,16.78,5.19,50,Mixed,6.0,0.91,1,9.84,Medium,0.5113500000000001
44,Weekend,Car,5.18,5.56,25,Veg,6.4,0.88,1,7.16,Medium,0.43385
45,Weekday,Bus,16.5,7.62,50,Mixed,2.9,0.5,1,8.14,Medium,0.5236500000000001
45,Weekday,Car,6.48,7.63,0,Mixed,2.1,0.79,3,10.87,Medium,0.5468
45,Weekday,Car,15.2,7.27,50,Mixed,7.4,0.76,0,10.59,Medium,0.5212
45,Weekday,Walk,16.28,4.44,25,Mixed,4.8,0.69,0,7.05,Medium,0.535
45,Weekday,EV,8.83,5.36,75,Mixed,8.6,0.31,0,5.33,Low,0.304875
45,Weekend,Bus,6.85,8.54,50,Veg,2.4,0.69,0,6.88,Medium,0.43662499999999993
45,Weekend,Car,0.5,4.54,0,Mixed,4.0,0.86,1,7.96,Medium,0.41584999999999994
46,Weekday,Car,11.22,5.16,50,Non-Veg,4.5,0.59,1,10.28,Medium,0.41565
46,Weekend,Walk,6.03,6.82,25,Non-Veg,6.1,0.46,1,9.84,Medium,0.436075
46,Weekday,Car,12.76,6.53,75,Non-Veg,5.9,0.7,1,9.95,Medium,0.4086
46,Weekday,Walk,9.04,6.62,25,Mixed,4.0,0.65,0,8.35,Medium,0.48489999999999994
46,Weekday,Bus,8.21,3.53,0,Veg,5.6,0.81,0,6.53,Medium,0.48802500000000004
46,Weekend,EV,9.82,3.15,0,Veg,7.9,0.41,0,5.48,Low,0.46854999999999997
46,Weekend,EV,10.5,2.59,75,Veg,4.2,0.42,3,2.26,Low,0.27915
47,Weekend,Walk,5.74,9.13,25,Mixed,6.4,0.75,5,8.02,Medium,0.50185
47,Weekday,Bike,8.73,5.92,50,Mixed,2.3,0.59,2,5.84,Low,0.399725
47,Weekend,EV,0.5,2.0,0,Mixed,4.6,0.55,2,5.02,Low,0.34025
47,Weekend,Bike,5.41,4.84,50,Non-Veg,5.3,0.74,1,7.98,Medium,0.34862499999999996
47,Weekend,Bus,9.88,8.44,0,Mixed,3.0,0.9,1,11.9,High,0.6143000000000001
47,Weekend,Walk,9.24,8.34,0,Veg,8.2,0.5,0,9.44,Medium,0.5723
47,Weekday,Bike,9.82,5.27,0,Veg,5.6,0.8,0,7.27,Medium,0.54215
48,Weekday,Bike,9.95,5.15,25,Veg,4.8,0.45,2,4.91,Low,0.450875
48,Weekend,Bike,8.15,5.49,25,Non-Veg,6.7,0.86,3,8.71,Medium,0.46797500000000003
48,Weekday,Bus,9.11,5.14,0,Mixed,2.1,0.69,0,9.27,Medium,0.521875
48,Weekend,Bike,6.41,8.35,0,Non-Veg,4.6,0.68,1,12.77,High,0.551525
48,Weekend,Car,6.2,5.88,50,Mixed,5.2,0.7,1,7.65,Medium,0.3761
48,Weekday,Bus,11.59,2.61,50,Veg,5.3,0.65,1,4.38,Low,0.374075
48,Weekday,Bike,12.92,3.3,0,Veg,3.0,0.53,2,4.53,Low,0.5199
49,Weekday,Car,13.99,6.78,25,Non-Veg,6.7,0.39,1,12.68,High,0.529175
49,Weekday,Car,6.97,6.51,50,Veg,2.4,0.54,0,6.78,Medium,0.385525
49,Weekday,Bus,7.64,4.45,100,Non-Veg,5.7,0.55,1,6.37,Medium,0.2285
49,Weekend,Bike,0.5,6.24,25,Veg,5.8,0.43,1,5.95,Low,0.35295
49,Weekday,Car,11.2,2.51,0,Veg,2.3,0.64,0,7.18,Medium,0.4914
49,Weekday,Bike,13.48,2.0,25,Veg,6.2,0.64,0,4.0,Low,0.44720000000000004
49,Weekend,EV,6.65,4.8,0,Mixed,7.5,0.56,2,7.57,Medium,0.473925
50,Weekend,EV,8.29,4.19,50,Non-Veg,6.7,0.86,0,8.58,Medium,0.38122500000000004
50,Weekend,Car,11.94,6.56,25,Veg,2.1,0.44,1,8.67,Medium,0.50315
50,Weekday,Car,14.42,5.07,25,Veg,2.2,0.74,2,8.24,Medium,0.52835
50,Weekday,Walk,8.97,3.1,75,Non-Veg,9.0,0.42,4,5.04,Low,0.270225
50,Weekday,Car,5.59,4.68,25,Non-Veg,4.5,0.85,1,10.17,Medium,0.418975
50,Weekend,Bus,6.06,4.2,0,Non-Veg,2.3,0.61,2,9.36,Medium,0.45855
50,Weekday,Bike,14.75,6.91,50,Non-Veg,4.0,1.22,2,8.99,Medium,0.545175
51,Weekday,Bus,17.64,6.68,25,Non-Veg,5.5,0.95,0,12.16,High,0.6175999999999999
51,Weekday,Walk,6.7,9.01,0,Mixed,2.5,0.78,0,11.82,High,0.57635
51,Weekday,Walk,12.04,8.69,25,Non-Veg,7.7,0.77,3,10.57,Medium,0.5734
51,Weekend,Bus,9.83,7.61,0,Veg,5.0,1.08,0,10.32,Medium,0.611475
51,Weekend,Bus,7.39,6.54,0,Mixed,4.9,0.73,1,9.93,Medium,0.531575
51,Weekend,Bus,6.14,5.46,0,Mixed,2.0,0.65,2,8.44,Medium,0.48795
51,Weekday,Walk,16.87,8.89,75,Mixed,5.0,0.65,2,5.31,Low,0.503175
52,Weekday,Car,7.21,8.16,50,Veg,2.5,0.3,2,6.42,Medium,0.402325
52,Weekend,Bus,7.67,8.06,100,Mixed,2.3,0.78,0,5.04,Low,0.319475
52,Weekday,Walk,5.99,7.28,0,Veg,5.6,0.81,1,8.54,Medium,0.535275
52,Weekday,Bus,16.33,7.33,25,Non-Veg,8.4,0.86,1,11.95,High,0.6070249999999999
52,Weekday,Bus,15.7,4.57,0,Non-Veg,4.3,0.75,4,9.81,Medium,0.59765
52,Weekend,EV,5.98,6.74,25,Mixed,3.1,0.78,1,8.43,Medium,0.45945
52,Weekend,Walk,9.4,2.8,50,Non-Veg,7.7,0.57,2,6.54,Medium,0.34409999999999996
53,Weekday,Bike,14.8,6.78,0,Veg,7.6,0.27,0,7.88,Medium,0.5922
53,Weekday,Walk,16.39,4.01,75,Mixed,6.7,0.5,1,4.52,Low,0.38757499999999995
53,Weekend,Bike,10.45,9.5,75,Mixed,8.3,0.72,0,6.31,Medium,0.440725
53,Weekday,Walk,9.44,4.16,50,Veg,4.3,0.43,1,3.83,Low,0.3606
53,Weekday,Car,9.86,2.94,50,Non-Veg,4.3,0.67,3,8.38,Medium,0.36064999999999997
53,Weekend,Car,3.81,5.37,50,Veg,2.7,0.44,0,5.53,Low,0.315225
53,Weekend,Bus,3.97,3.01,100,Non-Veg,2.5,0.44,1,5.94,Low,0.14502500000000002
54,Weekday,Walk,12.31,7.26,25,Mixed,4.4,0.87,1,8.6,Medium,0.556175
54,Weekend,Bike,5.67,3.04,0,Non-Veg,4.0,0.7,1,8.44,Medium,0.437675
54,Weekday,Bike,12.28,4.67,25,Non-Veg,6.4,0.61,1,8.7,Medium,0.4832
54,Weekday,Car,15.25,3.59,50,Veg,6.3,0.44,3,5.99,Low,0.42262500000000003
54,Weekday,Bike,8.33,6.65,0,Veg,6.1,0.73,2,7.52,Medium,0.545525
54,Weekday,Bus,12.18,5.19,0,Mixed,5.2,0.64,1,9.1,Medium,0.55725
54,Weekday,Bike,13.99,4.1,50,Veg,8.4,0.63,1,4.04,Low,0.43227499999999996
55,Weekend,EV,13.0,8.25,50,Non-Veg,3.7,0.57,0,10.09,Medium,0.4981
55,Weekend,EV,7.05,6.41,0,Veg,3.7,0.79,0,8.48,Medium,0.529525
55,Weekday,Bike,8.34,4.27,0,Mixed,5.2,0.81,1,7.57,Medium,0.50445
55,Weekday,Walk,17.95,6.66,75,Veg,5.8,0.77,0,4.29,Low,0.48167499999999996
55,Weekday,Walk,17.67,6.99,50,Mixed,5.7,0.64,2,6.33,Medium,0.536875
55,Weekend,Walk,3.52,4.35,75,Veg,6.7,0.4,2,2.57,Low,0.2255
55,Weekday,Car,15.32,3.93,25,Veg,5.1,0.78,0,8.57,Medium,0.52
56,Weekend,Walk,6.74,6.31,0,Mixed,4.1,0.48,1,8.85,Medium,0.49884999999999996
56,Weekend,Bike,9.17,7.14,0,Mixed,7.4,1.19,0,10.78,Medium,0.602625
56,Weekend,Bike,1.93,6.67,0,Non-Veg,3.3,0.78,4,10.3,Medium,0.46992500000000004
56,Weekend,Bike,1.97,5.16,0,Veg,5.6,0.41,1,6.32,Medium,0.41062499999999996
56,Weekday,Bus,14.13,5.97,75,Veg,8.7,1.04,1,5.2,Low,0.441725
56,Weekend,Bike,8.83,7.19,75,Veg,2.7,1.05,1,4.33,Low,0.40067500000000006
56,Weekday,EV,3.44,7.92,75,Veg,8.0,1.01,2,4.17,Low,0.3447
57,Weekend,Bus,2.05,5.74,50,Non-Veg,3.6,0.58,0,8.71,Medium,0.311825
57,Weekend,Bus,12.98,3.5,0,Veg,3.6,0.31,2,5.48,Low,0.50705
57,Weekday,EV,11.42,3.71,0,Veg,3.5,0.58,1,5.79,Low,0.51335
57,Weekend,Car,7.78,7.19,50,Mixed,6.9,0.1,0,8.2,Medium,0.37405
57,Weekday,Walk,1.46,4.78,75,Veg,6.4,0.35,1,3.01,Low,0.20435
57,Weekend,Walk,6.34,3.17,50,Non-Veg,3.4,0.48,2,6.57,Medium,0.30605
57,Weekday,Car,1.26,5.24,0,Veg,7.5,0.55,2,6.42,Medium,0.41455
58,Weekday,EV,8.94,7.35,75,Non-Veg,7.9,0.62,1,7.71,Medium,0.3708499999999999
58,Weekday,Car,11.04,7.69,0,Non-Veg,8.0,0.58,0,14.82,High,0.5882
58,Weekend,Walk,10.09,7.34,75,Non-Veg,3.4,0.5,0,7.61,Medium,0.37542499999999995
58,Weekend,Walk,4.9,6.81,25,Veg,8.8,0.63,0,6.95,Medium,0.43535
58,Weekday,Walk,9.76,7.27,25,Non-Veg,9.0,0.5,1,10.17,Medium,0.49489999999999995
58,Weekend,Bike,3.46,2.97,25,Veg,2.5,0.48,3,3.2,Low,0.32855
58,Weekend,Car,0.5,6.28,25,Mixed,2.0,0.37,3,6.71,Medium,0.34895000000000004
59,Weekday,EV,17.59,7.71,50,Non-Veg,7.6,0.58,3,8.86,Medium,0.5454749999999999
59,Weekend,Walk,6.23,7.23,50,Veg,8.4,0.79,2,5.11,Low,0.410675
59,Weekday,Bike,12.76,8.65,50,Veg,3.1,1.17,0,6.96,Medium,0.5511
59,Weekend,EV,5.13,5.82,0,Non-Veg,3.5,0.61,2,10.41,Medium,0.479325
59,Weekend,Bike,2.37,9.69,75,Non-Veg,6.6,0.68,1,7.9,Medium,0.340325
59,Weekday,Car,15.42,7.27,0,Veg,3.9,0.92,0,12.31,High,0.66175
59,Weekday,EV,7.95,8.22,25,Non-Veg,3.9,1.02,2,11.3,High,0.532875
60,Weekend,Bus,8.15,2.81,25,Mixed,2.2,0.81,0,6.86,Medium,0.41037500000000005
60,Weekday,Bike,13.4,2.0,0,Veg,6.7,0.66,1,4.04,Low,0.5103
60,Weekday,Bike,10.79,5.12,0,Veg,6.0,0.59,0,6.91,Medium,0.534475
60,Weekend,Walk,10.65,3.06,75,Non-Veg,8.0,0.51,0,6.74,Medium,0.297625
60,Weekend,Walk,3.98,4.45,50,Veg,6.0,0.5,1,4.02,Low,0.30374999999999996
60,Weekday,Car,14.49,6.91,50,Mixed,2.3,0.6,3,8.9,Medium,0.49232499999999996
60,Weekday,Car,16.36,4.78,50,Veg,5.1,0.53,1,7.63,Medium,0.46749999999999997
61,Weekend,EV,8.81,5.31,75,Veg,4.4,0.29,5,1.79,Low,0.302025
61,Weekday,EV,12.56,4.9,50,Veg,6.7,0.46,2,4.26,Low,0.4168
61,Weekday,EV,19.85,5.03,50,Mixed,6.5,0.44,2,6.08,Medium,0.508925
61,Weekend,Walk,4.06,4.31,50,Veg,7.9,0.95,0,4.91,Low,0.33795000000000003
61,Weekend,EV,12.22,6.56,75,Mixed,7.6,0.59,1,5.65,Low,0.39365
61,Weekday,EV,14.23,5.46,0,Veg,8.4,0.36,2,6.67,Medium,0.565875
61,Weekday,Car,8.77,4.76,50,Non-Veg,8.2,0.65,0,10.07,Medium,0.38182499999999997
62,Weekend,Bus,9.2,7.01,50,Veg,4.0,0.89,2,5.88,Low,0.4514
62,Weekday,EV,13.01,8.78,100,Veg,5.3,0.75,4,1.82,Low,0.398225
62,Weekday,Car,11.21,6.11,0,Non-Veg,3.6,0.82,1,13.44,High,0.577925
62,Weekend,Walk,0.5,6.47,50,Mixed,4.3,0.65,0,6.93,Medium,0.31265
62,Weekday,Bike,8.96,5.92,50,Mixed,2.4,0.59,0,6.64,Medium,0.40260000000000007
62,Weekday,EV,10.48,7.9,0,Veg,8.1,0.47,2,8.66,Medium,0.5766
62,Weekend,Bus,5.4,7.64,0,Mixed,6.4,1.39,0,11.86,High,0.5815
63,Weekend,Bike,5.68,4.46,0,Non-Veg,7.8,0.67,2,9.16,Medium,0.4638
63,Weekend,Bike,3.46,7.99,75,Veg,4.2,0.83,4,3.04,Low,0.33195
63,Weekend,Bus,5.8,3.43,50,Veg,5.4,0.94,2,4.2,Low,0.3413
63,Weekday,Walk,11.75,5.01,50,Non-Veg,2.9,0.3,0,7.92,Medium,0.396075
63,Weekday,Car,19.62,8.88,25,Mixed,6.5,0.75,1,13.59,High,0.6703500000000001
63,Weekend,Bike,0.5,6.35,0,Non-Veg,4.0,0.48,0,11.27,High,0.42164999999999997
63,Weekday,Car,13.77,5.18,0,Non-Veg,8.5,0.71,0,13.49,High,0.582525
64,Weekend,Walk,7.78,4.59,0,Non-Veg,5.9,0.89,2,9.53,Medium,0.51025
64,Weekend,Walk,1.59,6.77,0,Mixed,8.1,0.48,0,9.63,Medium,0.443675
64,Weekday,EV,8.45,6.08,50,Veg,7.3,0.72,0,5.7,Low,0.409825
64,Weekend,Bike,0.5,4.5,0,Non-Veg,5.4,0.46,0,9.74,Medium,0.38305
64,Weekend,EV,3.33,5.42,25,Veg,7.3,0.83,0,6.46,Medium,0.403925
64,Weekend,Walk,0.5,4.65,25,Mixed,9.0,0.54,1,6.61,Medium,0.32995
64,Weekend,Bus,11.55,5.8,50,Veg,8.4,0.22,1,5.17,Low,0.402975
65,Weekday,EV,12.23,3.46,25,Mixed,7.9,0.2,0,6.36,Medium,0.42557500000000004
65,Weekend,Bike,4.79,3.36,50,Veg,4.0,0.58,0,4.07,Low,0.298475
65,Weekend,Bus,10.88,3.5,25,Mixed,7.3,0.58,0,7.22,Medium,0.4399
65,Weekday,Car,10.22,5.61,75,Non-Veg,4.7,0.88,0,9.85,Medium,0.37285
65,Weekday,Bus,18.14,4.63,0,Veg,4.4,0.61,0,7.98,Medium,0.61815
65,Weekend,Walk,6.78,7.22,0,Mixed,7.9,0.71,3,9.07,Medium,0.53595
65,Weekday,Walk,15.5,7.03,100,Mixed,4.2,0.39,1,3.57,Low,0.36555000000000004
66,Weekend,Car,5.08,4.59,75,Veg,2.4,0.4,0,4.49,Low,0.2498
66,Weekend,Bus,7.3,3.37,0,Mixed,8.8,0.65,0,7.63,Medium,0.46064999999999995
66,Weekend,Bike,0.5,9.17,50,Non-Veg,7.3,0.56,4,8.33,Medium,0.35945
66,Weekday,Walk,8.2,8.58,25,Non-Veg,8.2,0.86,0,11.81,High,0.5304
66,Weekend,Bus,1.57,4.53,0,Non-Veg,5.0,0.54,1,9.59,Medium,0.40342500000000003
66,Weekend,Car,6.92,8.52,0,Non-Veg,5.4,0.79,1,14.49,High,0.5700999999999999
66,Weekend,Bike,0.5,5.66,75,Mixed,4.4,0.43,4,3.58,Low,0.21635
67,Weekend,Bike,5.13,8.11,0,Mixed,2.1,0.86,0,11.18,High,0.545125
67,Weekend,Bus,8.03,4.53,0,Veg,8.9,1.25,0,7.86,Medium,0.540975
67,Weekday,Bus,12.6,5.34,50,Non-Veg,2.2,0.85,0,9.72,Medium,0.4573
67,Weekday,Car,20.32,7.03,0,Non-Veg,8.6,0.52,2,15.35,High,0.6862
67,Weekday,EV,11.74,7.38,0,Veg,2.4,0.79,1,9.07,Medium,0.60755
67,Weekend,Car,4.79,4.02,25,Non-Veg,4.5,0.9,3,8.85,Medium,0.399775
67,Weekend,Bike,10.61,5.63,0,Mixed,3.5,0.75,2,8.22,Medium,0.555225
68,Weekend,EV,2.59,6.44,25,Non-Veg,5.2,0.74,1,10.06,Medium,0.407875
68,Weekend,EV,7.34,9.09,0,Veg,5.3,0.42,3,9.06,Medium,0.5571499999999999
68,Weekend,Walk,4.75,5.33,0,Non-Veg,6.3,0.51,2,9.68,Medium,0.456775
68,Weekday,Bus,14.86,2.0,25,Mixed,7.8,0.74,1,6.4,Medium,0.47245
68,Weekday,Walk,16.79,5.05,25,Mixed,6.7,0.49,1,6.8,Medium,0.5375749999999999
68,Weekend,Bus,1.19,4.86,0,Veg,7.8,0.63,0,6.84,Medium,0.412475
68,Weekend,Bike,3.88,5.85,0,Veg,5.5,0.85,2,7.02,Medium,0.4835
69,Weekend,Bike,11.48,9.96,25,Veg,7.3,1.26,2,8.84,Medium,0.631
69,Weekday,Bike,13.4,7.81,25,Non-Veg,7.9,0.81,1,10.88,Medium,0.576
69,Weekday,Bike,11.26,7.95,75,Veg,5.4,0.47,1,3.8,Low,0.39985
69,Weekday,Bike,12.57,7.22,50,Non-Veg,4.4,0.95,3,8.4,Medium,0.502525
69,Weekend,EV,3.17,8.93,100,Non-Veg,2.2,1.19,1,6.66,Medium,0.31342499999999995
69,Weekday,EV,16.28,5.06,0,Non-Veg,5.8,0.98,1,11.07,High,0.6331
69,Weekday,Bus,10.8,5.21,50,Non-Veg,8.3,0.82,0,9.49,Medium,0.4298
70,Weekday,Bus,8.98,6.15,0,Mixed,3.6,0.83,0,10.25,Medium,0.55165
70,Weekend,Walk,4.51,3.35,75,Veg,8.5,0.38,0,3.14,Low,0.216275
70,Weekend,Car,5.58,2.0,0,Mixed,6.1,0.76,0,7.22,Medium,0.42055000000000003
70,Weekend,Car,3.29,6.07,0,Non-Veg,6.1,0.57,1,11.45,High,0.458125
70,Weekday,EV,11.7,2.42,75,Non-Veg,4.6,0.68,1,6.89,Medium,0.31155
70,Weekday,EV,16.84,3.78,75,Veg,3.6,0.62,1,3.8,Low,0.39819999999999994
70,Weekday,Walk,9.81,2.0,75,Veg,2.6,0.37,0,2.86,Low,0.25472500000000003
71,Weekday,Bike,11.96,5.73,25,Veg,4.3,0.94,0,6.65,Medium,0.5268
71,Weekday,Walk,2.52,9.3,50,Veg,3.1,0.87,0,6.86,Medium,0.4121
71,Weekend,Car,2.77,4.49,25,Non-Veg,6.8,1.12,0,10.19,Medium,0.401525
71,Weekend,Bus,2.56,4.54,75,Non-Veg,8.3,0.96,0,7.79,Medium,0.2621
71,Weekday,Bus,10.12,4.34,0,Non-Veg,6.7,0.91,2,10.16,Medium,0.5361
71,Weekend,Bus,9.89,5.5,50,Mixed,3.9,1.07,0,7.83,Medium,0.44422500000000004
71,Weekday,EV,14.42,8.92,25,Mixed,8.1,0.75,1,10.06,Medium,0.60615
72,Weekday,Bus,4.7,7.02,75,Non-Veg,3.4,0.29,3,6.47,Medium,0.28485
72,Weekday,Bike,8.19,4.52,50,Mixed,3.8,0.85,1,5.97,Low,0.385775
72,Weekday,Bike,13.8,8.74,50,Veg,6.0,0.97,1,6.35,Medium,0.5499
72,Weekday,Car,9.06,7.04,50,Non-Veg,3.6,0.94,0,11.42,High,0.45425
72,Weekend,Bike,8.78,7.67,0,Mixed,7.1,0.73,1,10.27,Medium,0.57155
72,Weekend,Bike,5.16,6.7,25,Veg,2.1,0.63,0,6.88,Medium,0.4364
72,Weekend,EV,4.71,3.81,25,Mixed,3.2,1.05,0,7.29,Medium,0.406575
73,Weekday,Bike,12.74,8.28,25,Mixed,5.5,0.44,2,8.31,Medium,0.54755
73,Weekday,Walk,16.23,4.79,25,Mixed,6.9,0.98,5,5.62,Low,0.564575
73,Weekend,Bike,8.61,4.54,50,Non-Veg,6.2,1.0,1,8.16,Medium,0.403425
73,Weekday,Walk,7.02,5.22,25,Veg,7.1,0.83,1,5.8,Low,0.44605
73,Weekend,Walk,0.81,5.23,0,Non-Veg,5.8,0.89,0,10.85,Medium,0.435925
73,Weekend,Car,17.06,2.72,50,Veg,4.7,0.94,0,7.83,Medium,0.46785
73,Weekday,EV,10.87,5.48,0,Non-Veg,3.2,0.76,3,10.14,Medium,0.556275
74,Weekend,EV,7.1,4.95,25,Non-Veg,6.7,0.62,1,9.17,Medium,0.42484999999999995
74,Weekday,Walk,13.35,5.44,0,Non-Veg,6.0,1.05,3,10.02,Medium,0.609675
74,Weekend,Walk,10.25,5.0,0,Mixed,4.0,0.92,1,8.3,Medium,0.551725
74,Weekday,Walk,10.55,7.87,0,Non-Veg,8.7,0.82,2,12.14,High,0.6048749999999999
74,Weekend,Car,2.07,9.25,0,Non-Veg,6.5,1.29,1,14.66,High,0.564075
74,Weekday,EV,19.88,7.09,0,Non-Veg,4.2,1.0,3,12.11,High,0.7202999999999999
74,Weekend,Bus,6.96,6.19,0,Mixed,6.9,1.26,1,10.25,Medium,0.5616
75,Weekday,Walk,7.89,9.69,50,Veg,4.8,0.82,2,6.15,Medium,0.4830249999999999
75,Weekday,Bike,18.36,7.87,100,Mixed,4.6,0.68,0,4.31,Low,0.44129999999999997
75,Weekday,Car,12.31,3.65,0,Mixed,6.6,0.64,0,9.85,Medium,0.528075
75,Weekend,Car,0.5,7.1,25,Non-Veg,6.6,1.06,1,10.85,Medium,0.42055
75,Weekday,EV,12.69,8.4,100,Veg,3.1,1.36,1,3.74,Low,0.435425
75,Weekday,Bike,9.83,5.98,25,Non-Veg,3.1,0.8,1,9.74,Medium,0.493975
75,Weekday,Walk,12.32,6.25,25,Veg,8.1,0.5,2,5.65,Low,0.5065000000000001
76,Weekend,Bike,9.68,5.87,0,Mixed,3.0,0.89,0,9.38,Medium,0.5596
76,Weekend,EV,13.89,3.74,0,Mixed,8.6,0.83,1,7.72,Medium,0.564825
76,Weekday,Car,17.96,10.33,75,Non-Veg,7.5,0.65,0,12.16,High,0.5456
76,Weekend,Bus,8.24,4.77,0,Non-Veg,4.8,1.25,3,10.38,Medium,0.5484
76,Weekday,EV,14.13,5.18,0,Veg,5.1,0.9,1,7.48,Medium,0.602225
76,Weekend,Car,6.53,5.18,75,Veg,4.7,0.67,0,5.23,Low,0.30132499999999995
76,Weekday,Bus,6.2,7.0,25,Veg,4.5,0.81,3,6.58,Medium,0.46980000000000005
77,Weekday,Walk,5.91,10.17,100,Mixed,5.8,0.55,2,3.36,Low,0.3212749999999999
77,Weekday,Bike,14.02,7.29,50,Non-Veg,5.7,0.7,0,9.32,Medium,0.5020499999999999
77,Weekend,Walk,3.63,7.45,25,Non-Veg,3.1,0.72,1,10.54,Medium,0.43947499999999995
77,Weekday,Bike,9.81,7.54,25,Non-Veg,4.7,0.32,1,10.12,Medium,0.48652500000000004
77,Weekday,EV,9.09,7.04,0,Non-Veg,6.0,1.02,2,12.06,High,0.586025
77,Weekend,EV,6.71,7.34,50,Mixed,2.3,0.55,2,6.64,Medium,0.39967499999999995
77,Weekday,Bike,5.45,7.24,25,Veg,8.9,0.88,0,7.51,Medium,0.47082500000000005
78,Weekday,Walk,12.52,4.15,0,Non-Veg,6.7,0.67,1,9.31,Medium,0.5431
78,Weekday,Walk,1.44,4.99,0,Veg,4.3,0.67,1,6.5,Medium,0.4214
78,Weekday,Walk,14.03,3.07,0,Veg,3.3,0.54,2,4.36,Low,0.529975
78,Weekend,Bus,9.26,5.49,0,Non-Veg,4.0,0.89,1,11.41,High,0.54675
78,Weekday,Bus,9.49,5.66,0,Mixed,4.8,0.66,2,8.89,Medium,0.534625
78,Weekend,Bike,3.61,7.52,50,Non-Veg,4.9,0.89,2,8.85,Medium,0.391725
78,Weekend,EV,7.13,4.14,25,Veg,5.8,0.74,1,5.32,Low,0.41862499999999997
79,Weekend,EV,7.59,6.3,25,Veg,2.9,1.18,1,7.19,Medium,0.502775
79,Weekday,Walk,7.33,9.84,25,Veg,3.1,0.56,1,8.33,Medium,0.520725
79,Weekday,EV,6.41,8.4,50,Non-Veg,2.2,1.15,1,10.18,Medium,0.465125
79,Weekend,Car,3.5,8.89,50,Veg,7.1,1.26,1,7.5,Medium,0.44735
79,Weekday,Car,10.41,6.69,25,Mixed,6.2,0.54,0,10.44,Medium,0.494625
79,Weekday,Walk,12.48,4.48,50,Mixed,2.2,0.9,2,5.62,Low,0.4426
79,Weekday,Car,8.44,7.68,50,Veg,5.9,1.02,1,7.75,Medium,0.4657
80,Weekend,Walk,0.5,4.69,75,Veg,6.2,0.71,2,3.02,Low,0.21935000000000002
80,Weekday,Car,12.58,5.77,0,Veg,3.9,0.37,1,9.42,Medium,0.55225
80,Weekday,Car,9.0,2.0,50,Mixed,2.6,0.87,0,7.26,Medium,0.34709999999999996
80,Weekend,Bus,6.29,2.0,0,Mixed,4.0,0.75,0,6.54,Medium,0.428625
80,Weekday,Car,10.42,6.69,50,Veg,8.5,0.74,0,7.81,Medium,0.44825
80,Weekend,Bike,15.21,2.0,50,Non-Veg,6.8,0.3,1,6.29,Medium,0.37912500000000005
